stco,id_00,nm_00,geoid,name
36111,3611132116,"Hardenburgh town, Ulster County, New York",3611132116,"Hardenburgh town, Ulster County, New York"
36111,3611137143,"Hurley town, Ulster County, New York",3611137143,"Hurley town, Ulster County, New York"
36111,3611139727,"Kingston city, Ulster County, New York",3611139727,"Kingston city, Ulster County, New York"
36111,3611139738,"Kingston town, Ulster County, New York",3611139738,"Kingston town, Ulster County, New York"
36111,3611142994,"Lloyd town, Ulster County, New York",3611142994,"Lloyd town, Ulster County, New York"
36111,3611145458,"Marbletown town, Ulster County, New York",3611145458,"Marbletown town, Ulster County, New York"
36111,3611145722,"Marlborough town, Ulster County, New York",3611145722,"Marlborough town, Ulster County, New York"
36111,3611150562,"New Paltz town, Ulster County, New York",3611150562,"New Paltz town, Ulster County, New York"
36111,3611154749,"Olive town, Ulster County, New York",3611154749,"Olive town, Ulster County, New York"
36111,3611158552,"Plattekill town, Ulster County, New York",3611158552,"Plattekill town, Ulster County, New York"
36111,3611163011,"Rochester town, Ulster County, New York",3611163011,"Rochester town, Ulster County, New York"
36111,3611163737,"Rosendale town, Ulster County, New York",3611163737,"Rosendale town, Ulster County, New York"
36111,3611165299,"Saugerties town, Ulster County, New York",3611165299,"Saugerties town, Ulster County, New York"
36111,3611166597,"Shandaken town, Ulster County, New York",3611166597,"Shandaken town, Ulster County, New York"
36111,3611166674,"Shawangunk town, Ulster County, New York",3611166674,"Shawangunk town, Ulster County, New York"
36111,3611175935,"Ulster town, Ulster County, New York",3611175935,"Ulster town, Ulster County, New York"
36111,3611178828,"Wawarsing town, Ulster County, New York",3611178828,"Wawarsing town, Ulster County, New York"
36111,3611183052,"Woodstock town, Ulster County, New York",3611183052,"Woodstock town, Ulster County, New York"
36119,3611905320,"Bedford town, Westchester County, New York",3611905320,"Bedford town, Westchester County, New York"
36119,3611918410,"Cortlandt town, Westchester County, New York",3611918410,"Cortlandt town, Westchester County, New York"
36119,3611921820,"Eastchester town, Westchester County, New York",3611921820,"Eastchester town, Westchester County, New York"
36119,3611930367,"Greenburgh town, Westchester County, New York",3611930367,"Greenburgh town, Westchester County, New York"
36119,3611932413,"Harrison town, Westchester County, New York",3611932413,"Harrison town, Westchester County, New York"
36119,3611942136,"Lewisboro town, Westchester County, New York",3611942136,"Lewisboro town, Westchester County, New York"
36119,3611944842,"Mamaroneck town, Westchester County, New York",3611944842,"Mamaroneck town, Westchester County, New York"
36119,3611948895,"Mount Kisco town, Westchester County, New York",3611948895,"Mount Kisco town, Westchester County, New York"
36119,3611949011,"Mount Pleasant town, Westchester County, New York",3611949011,"Mount Pleasant town, Westchester County, New York"
36119,3611949121,"Mount Vernon city, Westchester County, New York",3611949121,"Mount Vernon city, Westchester County, New York"
36119,3611950078,"New Castle town, Westchester County, New York",3611950078,"New Castle town, Westchester County, New York"
36119,3611950617,"New Rochelle city, Westchester County, New York",3611950617,"New Rochelle city, Westchester County, New York"
36119,3611951693,"North Castle town, Westchester County, New York",3611951693,"North Castle town, Westchester County, New York"
36119,3611953517,"North Salem town, Westchester County, New York",3611953517,"North Salem town, Westchester County, New York"
36119,3611955541,"Ossining town, Westchester County, New York",3611955541,"Ossining town, Westchester County, New York"
36119,3611956979,"Peekskill city, Westchester County, New York",3611956979,"Peekskill city, Westchester County, New York"
36119,3611957012,"Pelham town, Westchester County, New York",3611957012,"Pelham town, Westchester County, New York"
36119,3611959685,"Pound Ridge town, Westchester County, New York",3611959685,"Pound Ridge town, Westchester County, New York"
36119,3611964309,"Rye city, Westchester County, New York",3611964309,"Rye city, Westchester County, New York"
36119,3611964320,"Rye town, Westchester County, New York",3611964320,"Rye town, Westchester County, New York"
36119,3611965442,"Scarsdale town, Westchester County, New York",3611965442,"Scarsdale town, Westchester County, New York"
36119,3611968308,"Somers town, Westchester County, New York",3611968308,"Somers town, Westchester County, New York"
36119,3611981677,"White Plains city, Westchester County, New York",3611981677,"White Plains city, Westchester County, New York"
36119,3611984000,"Yonkers city, Westchester County, New York",3611984000,"Yonkers city, Westchester County, New York"
36119,3611984077,"Yorktown town, Westchester County, New York",3611984077,"Yorktown town, Westchester County, New York"
